, allowedP, trueP, n, [sentinel], time
88,4,4,16,5.08428,5.26E-05
88,4,4,19,4.44305,5.35E-05
88,4,4,22,3.74936,6.80E-05
88,4,4,26,6.00059,9.24E-05
88,4,4,32,5.12512,0.000137705
88,4,4,38,12.0709,0.0001933
88,4,4,45,6.4673,0.000265145
88,4,4,53,10.349,0.000369921
88,4,4,64,8.48267,0.000573056
88,4,4,76,0.770689,0.000794153
88,4,4,90,8.68704,0.00346015
88,4,4,107,6.6972,0.00150962
88,4,4,128,6.99139,0.00205616
88,4,4,152,15.2411,0.00294825
88,4,4,181,4.25256,0.00398574
88,4,4,215,6.5401,0.00593071
88,4,4,256,7.77228,0.00798088
88,4,4,304,7.41879,0.0072312
88,4,4,362,17.4657,0.00833455
88,4,4,430,18.7009,0.0117554
88,4,4,512,6.38456,0.0158223
88,4,4,608,21.7851,0.0222722
88,4,4,724,8.56682,0.0297788
88,4,4,861,10.009,0.081025
88,4,4,1024,15.0743,0.0625063
88,4,4,1217,30.1267,0.132446
88,4,4,1448,32.4621,0.12652
88,4,4,1722,26.774,0.165061
88,4,4,2048,50.2559,0.219685
88,4,4,2435,37.1636,0.330156
88,4,4,2896,19.2577,0.411271
88,4,4,3444,28.0925,0.635926
88,4,4,4096,41.5433,0.947278
88,4,4,4870,100.905,1.1739
89,4,4,16,5.08428,5.09E-05
89,4,4,19,4.44305,5.22E-05
89,4,4,22,3.74936,6.71E-05
89,4,4,26,6.00059,9.19E-05
89,4,4,32,5.12512,0.000138132
89,4,4,38,12.0709,0.000192444
89,4,4,45,6.4673,0.000265573
89,4,4,53,10.349,0.000366499
89,4,4,64,8.48267,0.00053585
89,4,4,76,0.770689,0.000759941
89,4,4,90,8.68704,0.00373299
89,4,4,107,6.6972,0.00158531
89,4,4,128,6.99139,0.00218189
89,4,4,152,15.2411,0.00314711
89,4,4,181,4.25256,0.00395067
89,4,4,215,6.5401,0.00554796
89,4,4,256,7.77228,0.00666413
89,4,4,304,7.41879,0.00645031
89,4,4,362,17.4657,0.0120081
89,4,4,430,18.7009,0.0141169
89,4,4,512,6.38456,0.0188976
89,4,4,608,21.7851,0.023187
89,4,4,724,8.56682,0.0288393
89,4,4,861,10.009,0.0393929
89,4,4,1024,15.0743,0.0828648
89,4,4,1217,30.1267,0.0754873
89,4,4,1448,32.4621,0.106032
89,4,4,1722,26.774,0.168919
89,4,4,2048,50.2559,0.205304
89,4,4,2435,37.1636,0.315196
89,4,4,2896,19.2577,0.426976
89,4,4,3444,28.0925,0.576284
89,4,4,4096,41.5433,0.806772
89,4,4,4870,100.905,1.12503
9,4,4,16,5.08428,0.00159173
9,4,4,19,4.44305,0.000102209
9,4,4,22,3.74936,0.00012573
9,4,4,26,6.00059,0.000141981
9,4,4,32,5.12512,0.000196721
9,4,4,38,12.0709,0.000248039
9,4,4,45,6.4673,0.000322451
9,4,4,53,10.349,0.000387027
9,4,4,64,8.48267,0.000496506
9,4,4,76,0.770689,0.000683819
9,4,4,90,8.68704,0.000920311
9,4,4,107,6.6972,0.00115381
9,4,4,128,6.99139,0.00150834
9,4,4,152,15.2411,0.0021109
9,4,4,181,4.25256,0.00322366
9,4,4,215,6.5401,0.00378303
9,4,4,256,7.77228,0.00500997
9,4,4,304,7.41879,0.0070208
9,4,4,362,17.4657,0.00967482
9,4,4,430,18.7009,0.0129643
9,4,4,512,6.38456,0.0186833
9,4,4,608,21.7851,0.0267545
9,4,4,724,8.56682,0.0348859
9,4,4,861,10.009,0.0474362
9,4,4,1024,15.0743,0.0640172
9,4,4,1217,30.1267,0.0928052
9,4,4,1448,32.4621,0.132075
9,4,4,1722,26.774,0.18691
9,4,4,2048,50.2559,0.243953
9,4,4,2435,37.1636,0.402363
9,4,4,2896,19.2577,0.519221
9,4,4,3444,28.0925,0.702688
9,4,4,4096,41.5433,1.01182
90,4,4,16,5.08428,5.05E-05
90,4,4,19,4.44305,5.26E-05
90,4,4,22,3.74936,6.76E-05
90,4,4,26,6.00059,9.19E-05
90,4,4,32,5.12512,0.000138132
90,4,4,38,12.0709,0.000192444
90,4,4,45,6.4673,0.000265145
90,4,4,53,10.349,0.000366072
90,4,4,64,8.48267,0.000534995
90,4,4,76,0.770689,0.000759086
90,4,4,90,8.68704,0.00105032
90,4,4,107,6.6972,0.00285331
90,4,4,128,6.99139,0.00200655
90,4,4,152,15.2411,0.00276264
90,4,4,181,4.25256,0.00325145
90,4,4,215,6.5401,0.00413584
90,4,4,256,7.77228,0.00470334
90,4,4,304,7.41879,0.00642251
90,4,4,362,17.4657,0.0083957
90,4,4,430,18.7009,0.0112841
90,4,4,512,6.38456,0.0187227
90,4,4,608,21.7851,0.0212912
90,4,4,724,8.56682,0.0290685
90,4,4,861,10.009,0.0400532
90,4,4,1024,15.0743,0.0538061
90,4,4,1217,30.1267,0.0935878
90,4,4,1448,32.4621,0.126078
90,4,4,1722,26.774,0.151431
90,4,4,2048,50.2559,0.206493
90,4,4,2435,37.1636,0.312074
90,4,4,2896,19.2577,0.420277
90,4,4,3444,28.0925,0.565162
90,4,4,4096,41.5433,0.802124
90,4,4,4870,100.905,1.11896
91,4,4,16,5.08428,5.09E-05
91,4,4,19,4.44305,5.30E-05
91,4,4,22,3.74936,6.76E-05
91,4,4,26,6.00059,9.19E-05
91,4,4,32,5.12512,0.00013856
91,4,4,38,12.0709,0.0001933
91,4,4,45,6.4673,0.000266428
91,4,4,53,10.349,0.000421239
91,4,4,64,8.48267,0.000570918
91,4,4,76,0.770689,0.000760369
91,4,4,90,8.68704,0.00104946
91,4,4,107,6.6972,0.00284219
91,4,4,128,6.99139,0.00206685
91,4,4,152,15.2411,0.00281097
91,4,4,181,4.25256,0.003928
91,4,4,215,6.5401,0.0034888
91,4,4,256,7.77228,0.00462251
91,4,4,304,7.41879,0.00702422
91,4,4,362,17.4657,0.0115082
91,4,4,430,18.7009,0.0151514
91,4,4,512,6.38456,0.0198111
91,4,4,608,21.7851,0.0230895
91,4,4,724,8.56682,0.0300731
91,4,4,861,10.009,0.0396273
91,4,4,1024,15.0743,0.0546627
91,4,4,1217,30.1267,0.0905502
91,4,4,1448,32.4621,0.103699
91,4,4,1722,26.774,0.150255
91,4,4,2048,50.2559,0.205014
91,4,4,2435,37.1636,0.313092
91,4,4,2896,19.2577,0.415497
91,4,4,3444,28.0925,0.565891
91,4,4,4096,41.5433,0.800495
91,4,4,4870,100.905,1.12028
92,4,4,16,5.08428,6.93E-05
92,4,4,19,4.44305,7.40E-05
92,4,4,22,3.74936,7.53E-05
92,4,4,26,6.00059,9.19E-05
92,4,4,32,5.12512,0.000138132
92,4,4,38,12.0709,0.000192444
92,4,4,45,6.4673,0.000265573
92,4,4,53,10.349,0.000366499
92,4,4,64,8.48267,0.000534995
92,4,4,76,0.770689,0.000758231
92,4,4,90,8.68704,0.00104775
92,4,4,107,6.6972,0.00275024
92,4,4,128,6.99139,0.00203734
92,4,4,152,15.2411,0.00300641
92,4,4,181,4.25256,0.00396606
92,4,4,215,6.5401,0.00349308
92,4,4,256,7.77228,0.00469393
92,4,4,304,7.41879,0.00645672
92,4,4,362,17.4657,0.00854538
92,4,4,430,18.7009,0.0142357
92,4,4,512,6.38456,0.0164489
92,4,4,608,21.7851,0.0211009
92,4,4,724,8.56682,0.0289851
92,4,4,861,10.009,0.0391282
92,4,4,1024,15.0743,0.0660909
92,4,4,1217,30.1267,0.0777843
92,4,4,1448,32.4621,0.105336
92,4,4,1722,26.774,0.148158
92,4,4,2048,50.2559,0.205262
92,4,4,2435,37.1636,0.309453
92,4,4,2896,19.2577,0.415446
92,4,4,3444,28.0925,0.56736
92,4,4,4096,41.5433,0.803969
92,4,4,4870,100.905,1.11503
93,4,4,16,5.08428,5.05E-05
93,4,4,19,4.44305,5.35E-05
93,4,4,22,3.74936,6.84E-05
93,4,4,26,6.00059,9.19E-05
93,4,4,32,5.12512,0.000137705
93,4,4,38,12.0709,0.000192444
93,4,4,45,6.4673,0.000265573
93,4,4,53,10.349,0.000366072
93,4,4,64,8.48267,0.000638487
93,4,4,76,0.770689,0.000761224
93,4,4,90,8.68704,0.00104861
93,4,4,107,6.6972,0.00291061
93,4,4,128,6.99139,0.00204205
93,4,4,152,15.2411,0.00277248
93,4,4,181,4.25256,0.00385872
93,4,4,215,6.5401,0.00378217
93,4,4,256,7.77228,0.0047816
93,4,4,304,7.41879,0.00646869
93,4,4,362,17.4657,0.00873954
93,4,4,430,18.7009,0.0128638
93,4,4,512,6.38456,0.0184221
93,4,4,608,21.7851,0.0212069
93,4,4,724,8.56682,0.0288838
93,4,4,861,10.009,0.0411578
93,4,4,1024,15.0743,0.0635336
93,4,4,1217,30.1267,0.0748796
93,4,4,1448,32.4621,0.103631
93,4,4,1722,26.774,0.148206
93,4,4,2048,50.2559,0.206593
93,4,4,2435,37.1636,0.312157
93,4,4,2896,19.2577,0.560958
93,4,4,3444,28.0925,0.578484
93,4,4,4096,41.5433,0.869785
93,4,4,4870,100.905,1.45871
94,4,4,16,5.08428,5.05E-05
94,4,4,19,4.44305,5.26E-05
94,4,4,22,3.74936,6.71E-05
94,4,4,26,6.00059,9.19E-05
94,4,4,32,5.12512,0.000138132
94,4,4,38,12.0709,0.000192444
94,4,4,45,6.4673,0.000265145
94,4,4,53,10.349,0.000366499
94,4,4,64,8.48267,0.000535423
94,4,4,76,0.770689,0.000758231
94,4,4,90,8.68704,0.00104904
94,4,4,107,6.6972,0.00284946
94,4,4,128,6.99139,0.00206258
94,4,4,152,15.2411,0.00275153
94,4,4,181,4.25256,0.00399814
94,4,4,215,6.5401,0.00350762
94,4,4,256,7.77228,0.00471916
94,4,4,304,7.41879,0.00616805
94,4,4,362,17.4657,0.00873697
94,4,4,430,18.7009,0.0153622
94,4,4,512,6.38456,0.0155007
94,4,4,608,21.7851,0.0210333
94,4,4,724,8.56682,0.0284279
94,4,4,861,10.009,0.0406515
94,4,4,1024,15.0743,0.0536804
94,4,4,1217,30.1267,0.0751392
94,4,4,1448,32.4621,0.163284
94,4,4,1722,26.774,0.163889
94,4,4,2048,50.2559,0.204742
94,4,4,2435,37.1636,0.405032
94,4,4,2896,19.2577,0.413785
94,4,4,3444,28.0925,0.562057
94,4,4,4096,41.5433,0.810666
94,4,4,4870,100.905,1.11287
95,4,4,16,5.08428,5.05E-05
95,4,4,19,4.44305,5.26E-05
95,4,4,22,3.74936,6.80E-05
95,4,4,26,6.00059,9.19E-05
95,4,4,32,5.12512,0.000138132
95,4,4,38,12.0709,0.000192444
95,4,4,45,6.4673,0.000265573
95,4,4,53,10.349,0.000366072
95,4,4,64,8.48267,0.000535423
95,4,4,76,0.770689,0.000760796
95,4,4,90,8.68704,0.00104946
95,4,4,107,6.6972,0.00290249
95,4,4,128,6.99139,0.00202451
95,4,4,152,15.2411,0.00281097
95,4,4,181,4.25256,0.00415209
95,4,4,215,6.5401,0.00408837
95,4,4,256,7.77228,0.0057404
95,4,4,304,7.41879,0.00697632
95,4,4,362,17.4657,0.00838202
95,4,4,430,18.7009,0.011202
95,4,4,512,6.38456,0.0192564
95,4,4,608,21.7851,0.0232237
95,4,4,724,8.56682,0.0293995
95,4,4,861,10.009,0.039401
95,4,4,1024,15.0743,0.0541158
95,4,4,1217,30.1267,0.0755121
95,4,4,1448,32.4621,0.133831
95,4,4,1722,26.774,0.281303
95,4,4,2048,50.2559,0.209381
95,4,4,2435,37.1636,0.398491
95,4,4,2896,19.2577,0.413237
95,4,4,3444,28.0925,0.570948
95,4,4,4096,41.5433,0.942268
95,4,4,4870,100.905,1.13308
96,4,4,16,5.08428,5.05E-05
96,4,4,19,4.44305,5.30E-05
96,4,4,22,3.74936,6.80E-05
96,4,4,26,6.00059,0.000100926
96,4,4,32,5.12512,0.000138132
96,4,4,38,12.0709,0.000192017
96,4,4,45,6.4673,0.000265573
96,4,4,53,10.349,0.00037377
96,4,4,64,8.48267,0.00053585
96,4,4,76,0.770689,0.000772343
96,4,4,90,8.68704,0.00111489
96,4,4,107,6.6972,0.00280455
96,4,4,128,6.99139,0.0020784
96,4,4,152,15.2411,0.00279515
96,4,4,181,4.25256,0.00398702
96,4,4,215,6.5401,0.00342123
96,4,4,256,7.77228,0.00472301
96,4,4,304,7.41879,0.00625914
96,4,4,362,17.4657,0.00889178
96,4,4,430,18.7009,0.0123442
96,4,4,512,6.38456,0.0185563
96,4,4,608,21.7851,0.0215999
96,4,4,724,8.56682,0.0280875
96,4,4,861,10.009,0.0392586
96,4,4,1024,15.0743,0.0569152
96,4,4,1217,30.1267,0.0749934
96,4,4,1448,32.4621,0.109607
96,4,4,1722,26.774,0.146235
96,4,4,2048,50.2559,0.204891
96,4,4,2435,37.1636,0.388671
96,4,4,2896,19.2577,0.451824
96,4,4,3444,28.0925,0.586399
96,4,4,4096,41.5433,0.799133
96,4,4,4870,100.905,1.11587
97,4,4,16,5.08428,5.82E-05
97,4,4,19,4.44305,5.99E-05
97,4,4,22,3.74936,6.54E-05
97,4,4,26,6.00059,8.90E-05
97,4,4,32,5.12512,0.000133428
97,4,4,38,12.0709,0.000186029
97,4,4,45,6.4673,0.000256165
97,4,4,53,10.349,0.000354098
97,4,4,64,8.48267,0.000517034
97,4,4,76,0.770689,0.000742407
97,4,4,90,8.68704,0.0010191
97,4,4,107,6.6972,0.0029615
97,4,4,128,6.99139,0.00208396
97,4,4,152,15.2411,0.00280798
97,4,4,181,4.25256,0.00369579
97,4,4,215,6.5401,0.00413285
97,4,4,256,7.77228,0.0057404
97,4,4,304,7.41879,0.00717689
97,4,4,362,17.4657,0.00840853
97,4,4,430,18.7009,0.0150855
97,4,4,512,6.38456,0.0158211
97,4,4,608,21.7851,0.022226
97,4,4,724,8.56682,0.0317294
97,4,4,861,10.009,0.0391624
97,4,4,1024,15.0743,0.0546084
97,4,4,1217,30.1267,0.0740573
97,4,4,1448,32.4621,0.104032
97,4,4,1722,26.774,0.14578
97,4,4,2048,50.2559,0.213889
97,4,4,2435,37.1636,0.399626
97,4,4,2896,19.2577,0.403339
97,4,4,3444,28.0925,0.57732
97,4,4,4096,41.5433,0.822042
97,4,4,4870,100.905,1.15097
98,4,4,16,5.08428,5.09E-05
98,4,4,19,4.44305,5.30E-05
98,4,4,22,3.74936,6.80E-05
98,4,4,26,6.00059,9.19E-05
98,4,4,32,5.12512,0.000137705
98,4,4,38,12.0709,0.000192444
98,4,4,45,6.4673,0.000265145
98,4,4,53,10.349,0.000366072
98,4,4,64,8.48267,0.000534995
98,4,4,76,0.770689,0.000767639
98,4,4,90,8.68704,0.00105887
98,4,4,107,6.6972,0.00305516
98,4,4,128,6.99139,0.00201895
98,4,4,152,15.2411,0.00282765
98,4,4,181,4.25256,0.00381724
98,4,4,215,6.5401,0.00344176
98,4,4,256,7.77228,0.00487397
98,4,4,304,7.41879,0.00698744
98,4,4,362,17.4657,0.00856548
98,4,4,430,18.7009,0.0111519
98,4,4,512,6.38456,0.0205556
98,4,4,608,21.7851,0.0215645
98,4,4,724,8.56682,0.0297053
98,4,4,861,10.009,0.0413892
98,4,4,1024,15.0743,0.0554013
98,4,4,1217,30.1267,0.0753454
98,4,4,1448,32.4621,0.104309
98,4,4,1722,26.774,0.150802
98,4,4,2048,50.2559,0.213017
98,4,4,2435,37.1636,0.430722
98,4,4,2896,19.2577,0.447398
98,4,4,3444,28.0925,0.598241
98,4,4,4096,41.5433,0.895676
98,4,4,4870,100.905,1.41081
99,4,4,16,5.08428,0.000132145
99,4,4,19,4.44305,0.000148396
99,4,4,22,3.74936,0.000109479
99,4,4,26,6.00059,0.000129152
99,4,4,32,5.12512,0.000191589
99,4,4,38,12.0709,0.000272843
99,4,4,45,6.4673,0.000352387
99,4,4,53,10.349,0.000485387
99,4,4,64,8.48267,0.000706912
99,4,4,76,0.770689,0.000815536
99,4,4,90,8.68704,0.00114184
99,4,4,107,6.6972,0.0031052
99,4,4,128,6.99139,0.00206386
99,4,4,152,15.2411,0.00280755
99,4,4,181,4.25256,0.00516777
99,4,4,215,6.5401,0.00772471
99,4,4,256,7.77228,0.00766698
99,4,4,304,7.41879,0.0102111
99,4,4,362,17.4657,0.0141511
99,4,4,430,18.7009,0.0161786
99,4,4,512,6.38456,0.0223915
99,4,4,608,21.7851,0.0312457
99,4,4,724,8.56682,0.0416569
99,4,4,861,10.009,0.0591899
99,4,4,1024,15.0743,0.0859371
99,4,4,1217,30.1267,0.11603
99,4,4,1448,32.4621,0.157081
99,4,4,1722,26.774,0.192156
99,4,4,2048,50.2559,0.300217
99,4,4,2435,37.1636,0.378163
99,4,4,2896,19.2577,0.462833
99,4,4,3444,28.0925,0.572316
99,4,4,4096,41.5433,0.920158
99,4,4,4870,100.905,1.25982
